shoulder_angle,torso_angle,shoulder_distance,vertical_offset,label
-0.432743979030282,-1.9830656001018314,-0.8771076107024283,0.21387820790375214,0
0.1343711537491849,-0.6435602043763815,2.0817595443887766,-0.12069025579904483,0
0.02904710394228827,0.45306670174443203,1.0042145521282493,-1.5062251777333526,0
-0.3826572085634902,-0.16292530883439416,-3.30017628749308,-0.5530471537335482,0
1.2932064535951953,0.2962086986970471,4.355478003325154,-3.379073628390771,0
0.38224141339080675,-0.4872811493726565,4.970693182738804,-0.19478925358949978,0
-1.2143905519945644,0.05989082997831993,-1.0606257262109655,-1.976487214301835,0
0.11230358886165659,-0.1348497883136636,-0.5005468998399604,-2.206747634431542,0
-0.3960958788610328,0.929435649327846,1.1746264768122625,0.3607643023069569,0
0.5180560008777344,0.1896586746409705,1.2938829749675624,2.7906005726891987,0
-0.4576174430596204,0.25572512966016175,2.0998166816820762,1.854528212004626,0
-0.0644378648801394,-0.3299195728979739,5.484625346915873,-3.136597207246354,0
0.30918236738827426,-0.39506497925799483,0.021394931264876516,-1.9730662731406752,0
0.5195011165020729,-0.34762055025569677,-1.5289101113461343,1.8815903759764319,0
-0.7201178442334658,0.3085487139026375,-2.984750070036318,-1.9649147870766193,0
-0.197229741504569,-0.3336075846562104,-1.3418160998547977,-0.4457952999940492,0
-0.28466718669657365,0.23241988551713033,0.40731956781550727,1.1004041980491037,0
-0.3801875395442271,1.6600136389163511,4.98624365879447,-1.9248789097272705,0
1.0673795441686582,0.692452762745354,-0.7995452475904286,0.2188580122919198,0
0.26185902657657334,-0.2606398257342729,1.0435458790972463,-2.6491809898364087,0
-0.748525372601027,0.957064137731156,0.44548075981811985,-1.1947302879024273,0
0.5613651682328656,-0.3276082984172411,3.45141318362021,0.6502118682850739,0
1.28386771820758,-1.6239496281422832,6.797831064684054,-3.1754134670633385,0
0.6293091563306881,-0.8027690487339233,-0.8771109323008015,0.890779475920798,0
-0.911131979572408,-1.4928755368206847,-0.7818856062955553,-0.038785597853362434,0
-0.2874674437197508,-0.2889007872330469,3.00130519267268,1.1080529088342956,0
0.7706826895119736,0.00383470335164136,2.0847297240657783,0.45836426812932285,0
-0.41455467937126844,1.3306908498202263,5.004271314340084,2.7383278599476886,0
0.28419165688773707,0.23045089901133012,1.8504934633149097,0.2683490052958145,0
0.47485143205760205,-0.1928644230470914,-0.5036112269676489,-0.8487400822505059,0
-0.5523972829468498,0.6524794649467914,1.8780470767307733,0.24835600606456754,0
-0.026939213637080045,-1.7848262472063083,3.1765499514572695,1.0953720580727757,0
-1.9389664040414434,0.17479664648685275,2.4627804529934103,0.10351414065140865,0
-0.614571584800574,0.6047431551095735,1.6831950777682443,0.08124438240776477,0
-0.14488689083589618,-1.1935189966238733,3.0852627239728845,-1.3973293756135108,0
-0.7435799091789096,0.9134162345655433,3.370352976114182,-1.3207118351018963,0
0.9798227823589811,0.2646571259955313,3.912453477593818,-2.804834543599387,0
-0.8541508267763795,-0.333760331120641,2.0928327189741065,3.503087486373879,0
-0.25791369201819025,0.5128234928850279,0.07953979920786414,-2.48161347078257,0
0.0785113463716548,1.823701286243517,0.8685502160833072,-1.3857433955918146,0
0.8746429734396692,0.15314100404679612,3.521316416270892,-1.4269355311383949,0
-0.8481302907076635,0.19909246904026887,-1.5307351774680902,1.8032357538888826,0
0.7097982512929758,-0.3762957196321953,1.455090272182253,-0.5779993565840555,0
0.01307983661175223,-0.6808254955718335,-0.46515703081840165,2.502424145347468,0
-0.5823751906287705,0.6605586532353965,0.5817600573370437,-1.3404512484877371,0
0.2811730845579624,-0.6899340607270938,3.705667656518247,0.5618993244476039,0
0.11981181734408201,0.04921998977551398,0.9848266700497583,-1.6703181065195147,0
-0.3591531262952768,-0.38701095741209335,0.617979370390372,4.291275255546776,0
0.04279825099401135,0.38223686059711354,-2.900160352449798,-2.3742798380590258,0
-0.22929915811705612,0.25702668422955866,2.351543915068052,0.621530420454055,0
0.07595640715074883,0.8144519554063193,2.0716414528526883,1.275399761864197,0
0.40428340471262797,-0.42545211908379765,5.858491808263651,0.8346031949029965,0
0.9606160896872111,-0.234675948234697,-0.3260825873825021,-0.36156931775541656,0
-0.7352822992961093,-0.800995972625846,0.9839168191598474,-0.25223439946685233,0
1.2881550247937599,-0.37243160806088926,1.0411082092768882,0.09595794395821919,0
-1.163237679713501,0.2882903944358818,4.355142199408686,-0.28598900325697724,0
-0.08225805702134999,0.5949238933162816,0.17006416903261978,1.9365712335898193,0
0.3624033238907459,-0.7481482593421004,1.1052648144258481,4.430459003182703,0
0.17219812064101958,0.6859847360845281,1.928731274291348,-1.1113805700156671,0
-0.36592671189235626,1.0744952870439606,0.8766258078908953,-2.7319129591581555,0
-0.11446435021436513,0.31596992257896067,-0.7060050363763206,-0.16615509670250964,0
-0.2853025607952997,1.4863676500464529,0.8968319822457689,5.169916675308637,0
-0.34421885416652687,-0.6324213592828585,3.1004433746494304,-1.5979491359394615,0
0.5184042582126147,-1.0071647626491336,-2.1475142485276506,3.286876610888135,0
0.2189832915790284,-1.4346631991234229,0.7523831853671901,3.360175628152881,0
-0.4151517571563925,1.1813464491913463,-1.330894037347933,-1.1065824834159892,0
0.5415059252599504,0.5061835250832462,3.4182165723121063,1.1397121583705507,0
0.18527971252596562,-0.055773736728364054,-3.377661261959437,3.2576932462570762,0
0.48922127130337606,0.21439190105585623,-0.9797156181789708,-0.7567514819749742,0
0.38087330515416734,-0.9071502378387012,1.359583687661302,-0.40406472020472356,0
-0.46240100655324334,1.9397165836934611,4.361878073085851,-1.1283658278972875,1
-0.2982036241181817,0.09033694558018202,0.2859643473175305,-1.9916084613857337,1
0.48854916307395707,0.07721183568391432,-0.9396408167329959,-1.2583820901320142,1
0.4136121592600789,0.5645172991189535,5.1490036736014755,-2.400490533524513,1
0.038375043621511125,0.3683043853893706,-3.1758987510406103,0.11908293651845214,1
0.1308604299852692,0.16169421942330509,-5.053013891550204,-1.4794824621172835,1
0.8265999374730549,-0.6489985643562496,1.550799125133331,0.5275728235814954,1
-0.30790183330149795,0.3668196857087966,-0.8054645608815281,-3.0647502924072545,1
0.3681634287020228,1.4982445971800271,-2.102635042826783,0.7016654644289141,1
-0.06457859146033643,1.0604770369239822,2.2117811182483833,1.7237949232178493,1
-0.08452872193633215,1.2588463013115176,1.0602077844279971,-3.941391285142911,1
0.700234111192314,-0.4173485411449481,-0.961156576841821,0.7890811396951443,1
0.5302928093928179,-0.7985298562068648,-2.739190996677236,2.4903809849465843,1
0.5194807816003831,-0.09975253607971853,2.6920873207003617,-2.3879070373824107,1
1.011019432102622,0.6222917436974618,0.3916806076026824,-1.2754978180886192,0
0.2604084056196271,-1.0145635385353995,1.1549358970490171,0.984741569742148,0
-0.4156421134550453,0.22509534573330342,-1.5683977998041152,3.6160612195734863,0
-0.028827446594623607,-1.0928714436987241,1.5173136111602241,-0.37717358345459734,0
0.3383561475130334,0.3670359859468211,-0.7271363676772902,1.4428758842963638,0
0.049555234847446894,-0.03376518583798686,0.42487732280430224,-2.5825939157423274,0
0.3310815954678215,-1.2949504527244076,1.837676620009249,-1.9050447536360176,0
-0.5476281558476197,0.9247564835657371,0.4952486745273445,0.9495885557607547,0
0.10762349442164679,-0.5978462614384393,-0.6063997263164215,2.9742390570719297,0
-0.846103698142988,-0.6590949496115048,0.2171164901854229,0.71335169757132,0
-0.0652706368092202,0.1492573577847543,0.2736156019866617,-0.6246510610463086,0
-0.5397275848788738,0.9070118795429722,-0.4237475747053193,0.0011998108467081655,0
-0.44072596555385996,-0.8245134551827176,-0.14654515666775592,-2.500223467939435,0
0.7428589051262624,0.03755887987837732,4.496404926261793,1.2102336527107336,0
0.6589720723565614,0.3314682002644584,1.9022726198530968,1.7688521246468183,0
0.37047687254430617,0.5426254858105153,-0.2377437950729009,-0.8991866656661607,0
-0.6504226588035473,0.12901024422178017,2.2437820112768394,-0.935119295519003,0
-0.18602706981688116,-0.30813127126665785,-0.32736872439002496,0.535574459304097,0
0.72891961998751,-0.6784991765189757,3.444967593966603,-0.872378472081191,0
0.09256414818394285,0.0530931064370998,1.4419514804952347,-0.12473122925164491,0
1.4014977239890165,-0.8711152095884855,0.2527756399894278,4.209343578333031,0
0.2465627036366231,-2.349493386795686,1.645333314525694,-0.4834794014919933,0
0.12614346989401895,0.3367578433261343,-3.4005073801712484,-0.7057663040424444,0
-0.17830687852150082,0.7122568728689562,-2.2917216722745133,-1.2879206112703183,0
0.08160354286936938,-1.8992619484334707,-2.4646115159976385,1.4898629429998735,0
-0.08539690182832635,-0.8156695637679501,0.8748067369092669,-0.356363346436206,0
0.43789320601315423,0.48851240880415825,4.848004498712729,-1.285718076642852,0
0.5868723900767504,1.6381053757693589,6.0925903654815805,2.655459064546024,0
-0.4589056763047697,0.008197966140326318,2.107723753601893,2.851894009027274,0
-0.7809127721346668,-0.5879703529833076,1.7628861873611423,-1.1830201314774103,0
-1.0862472238619778,-0.15206815288387213,-3.9991943353818478,-3.7176039027212324,0
0.3192907961475262,1.093857135318548,-0.8572544993350544,2.029523379673844,0
-0.6493059637043241,-0.5253633432996283,-1.4725423797705972,-1.356545651520008,0
-1.2834313557714898,-0.6508426053202029,-1.06283499562779,1.5895541983255372,0
0.23998716271857845,-0.396912817745626,0.06636545353802598,-3.933367635423671,0
1.4986907104596743,-0.7767558866069699,-0.6982274442428182,1.7880856765986184,0
-0.0019475469239359942,0.07875425279583644,-4.4759035259394695,-2.4206488585615626,0
0.504526464670985,1.2794347667756485,2.338482640293835,1.462960238133049,0
0.050073615128539,0.24367341849282328,-2.2218945643495163,0.029522135672868214,0
-0.042737791914685595,-0.2257608017010301,1.055859160277874,-1.8912828387932896,0
0.5793408897926611,-0.2578060151324353,5.638662674374934,-0.786177625853561,0
-0.1391687265131908,-1.2774376469573259,-1.8503934789660583,1.4076329139134016,1
0.19835038844314176,0.6833468217177273,-5.875378806865824,0.24970390623046848,1
0.23429168371760817,-0.08357375761024163,-0.2666525547002771,1.2100989609449684,1
-0.35346427218582926,-0.17047993087250055,3.1986210874964276,4.000271169030971,1
0.6461514097219136,2.527983054275889,5.3401046355514845,-3.0775572234221027,1
-0.04351185401724519,0.211579326692549,-2.6298719861310422,3.295889149937248,1
-0.3934350956957068,-0.6280618400761475,1.6935110580913042,0.26872387504642586,1
0.36904790614224214,-0.36244107696443467,-0.7136041419501333,-1.7504260966462564,1
-0.49916578907462233,0.9013815673574038,0.18557611423966086,-2.6207122514779795,1
0.07364569442147695,0.06475732843021156,7.0517483675425865,-0.321503781554067,1
0.040708602013477875,-1.1763353826538936,-3.305719820987883,1.8894802238489188,1
0.6925053394989469,0.7170071476601629,1.0833891537364337,-0.21413024075506842,1
0.31986193972797167,-0.5413612684311953,1.631803929413583,3.057352860494695,1
-0.0006121752470863492,1.4982102209740364,3.1736898123483677,-2.887947380103118,0
0.49695077952017225,0.8590584525717189,0.7087208836772385,-0.01788689569210912,0
0.834172529410388,-0.37043151652700096,1.236959348760256,-2.504738888826238,0
0.3357471838111173,1.0177900893880905,-0.5155734185544778,0.7283247652499357,0
0.019683571906028364,0.05756540842192264,1.1583263531127683,1.7872467801946006,0
-0.7758017394100958,0.6828299400977756,-0.3677436887435262,-0.8302235873621066,0
-0.6162481978452236,0.38746925383557984,2.053778724640127,-5.185607713254268,0
-0.16491782261280058,-0.6815323239926988,-0.42954284010908494,0.41611329359298904,0
-0.33683732129556987,-0.5135608658539695,1.4268269847554662,0.902347103467019,0
-0.0940777817912676,0.8200516540649291,0.4133809657875541,0.8266945099233953,0
0.055637954938264296,-0.2700682656852327,3.2965556269304206,2.493212383644308,0
0.33838965261403847,-0.3163687705935974,0.3520266910287844,-2.121533359298098,0
-0.03246926683545473,-0.7503870634794824,-3.9814191705172037,1.3702622109008988,0
0.30239198629572117,0.35263725247476885,3.5975267517849794,2.39550602495595,0
0.05175764888607214,1.642328935394516,-1.8724277521565473,-3.544102168013034,0
-1.1647439398123227,-0.8749373314034183,-1.2534038466220494,0.6598396518379545,0
-0.5424542362912526,-0.0010834346617935448,-1.1016402351087302,-0.987212662015343,0
-0.05854253343296928,1.0976844443323435,3.8277682329270433,-0.1351353462032918,0
-0.7046448457046646,-0.09129711299657212,-4.944556534946739,0.7165249670766727,0
0.37371923799772266,0.3398524369997872,8.246791334149984,-0.9606951282271046,0
0.9272264994062184,-0.8758428225175038,3.0449340226651294,-1.3426401583232237,0
0.7370511110183899,0.31895067776611885,0.9806722853228991,0.07409883497604919,0
-0.11700372255812479,-0.17266441200363902,0.287785998459284,-2.1634298777256054,0
0.9110896821099711,0.7679339965438905,1.1424611871441424,-2.154996257770371,0
0.10439047432126693,0.937321841251801,1.7500300709483458,1.3739365659130067,0
-0.1918755826708236,2.065409913614891,2.0700949648751426,-2.287212070317312,0
-0.36410759812456384,0.4611755385708605,1.861069165008621,1.336559001818424,0
-0.17525881189287698,0.26723505326573316,0.721286703138122,0.9314055857079023,0
-0.22283909112473727,0.16275444126186883,0.009419949231684821,-3.4415464575811936,0
0.12212873342529262,-0.2748850342485507,0.13696079086622082,-1.3352503046713102,0
0.11973138862991875,0.2823130747693529,0.03534329911829748,2.411605806094745,0
0.03420261209204868,-0.22444412811122355,3.3553692421676615,-1.9299560622793632,1
0.2947629018478099,0.14912878101569144,2.0074468057021546,-0.8962085246187753,1
0.7596847648718048,1.0705990284863678,-6.824368586660701,0.969418786503793,1
0.6153134812647942,-0.791827052223713,2.1675519413244024,1.612362018565191,1
-0.8450297810699421,0.9244198489032364,1.0179444867969372,-0.4571687720889914,1
-1.490799680941173,1.0607710538718924,0.4952981088852565,-1.1534673893832832,1
0.6008009467435642,-0.089486821592863,-0.4240111327222146,2.8849487233970152,1
-0.7800682190492527,-1.6935589192068758,3.3590697999650336,3.5178583275951576,1
-0.10019924113561013,-0.483459589675546,2.9099911553071447,1.9923761015635908,1
-0.6791578156356157,1.0287786372488874,-1.3987871695590228,0.19354628513004812,0
-1.0642472625480117,-0.0302454498391057,1.5459207178113377,-1.5995904432818526,0
0.3314086369228728,-0.8131627858359286,-1.9092438363532152,-1.6543578131131305,0
0.45941509618158805,-0.41898693698257394,-2.9395074119723263,1.048950210531515,0
-0.34553024043603164,0.6543630212036425,-1.0597140614749128,0.8371724417773675,0
-1.5536483752869459,0.4225018545611035,2.658871680956897,2.8041741858928586,0
-0.24442966895148963,-0.16563067933575545,2.9620586134402167,1.3842171850722784,2
0.3208134032415279,-0.2682155294517501,1.8635235502432326,-2.920429603519636,2
-0.8014119412644772,-0.28878651923505755,2.391683467119993,2.189830235445837,2
0.1950019518674934,-0.7134901475988021,1.868559717787396,-1.9111352546288258,2
0.07604909049620268,1.3178935515755534,-1.0261529880573805,-0.6827075439047032,2
0.432594899760653,-0.23135737536907192,1.6570753616848517,0.5854204125033889,2
0.15509722104849194,1.0010948166603972,2.5764038130692057,4.074683979567928,2
-0.5017763645289333,1.2472878415379611,2.4574503245339354,6.301902112010722,2
0.8163129009986947,0.8431267185183684,3.5336094286866073,1.3118161182723656,2
0.002953256183818004,-0.3025392501744388,2.3333256180026596,-0.2683222374407757,2
0.09032527629404088,0.3710770722692876,1.4456305188539573,1.1757192969611006,2
-0.4537857754439176,0.01726651488726707,3.234566595791069,1.881485851747672,2
-0.1643783507149062,-0.6902204885841026,0.4921298518773498,-0.5397442511143834,2
-0.4309846284161405,0.29110842537728243,-1.6442546280692945,3.6903197118246442,2
-0.004244635954053791,-0.9112188329278421,0.14888059014059035,0.5596645183828042,2
1.126146088085406,0.983083510769251,-1.3075476120161227,1.0946071781827884,2
-0.7259206857588139,-0.33958083783871446,-1.142834687435954,1.4290685041089228,2
-0.8733658387260446,0.19002872469827142,0.16669532321120545,0.9379442212289113,2
0.9753621964961651,0.25584229723691376,-1.4559108024999032,1.7705410009392244,2
-0.03932220629111967,-0.15433297896326187,-0.24058182409760076,-1.1482343730938465,2
-0.3033106431959499,0.5267710411802198,-4.199782667384464,-1.018470507892061,2
0.7287978124376459,-0.3306909252980196,1.0687142684323465,-2.0954534659433897,2
-0.2504683238421185,0.7433898379657953,0.5466916884055606,0.9919034612404528,2
1.2111998281281617,-1.033262744197399,-1.4978995776704767,1.6734670070242281,2
0.5287815228035614,0.14373666363712947,2.2123631710810123,1.0375717323037716,2
-0.1730488448874216,1.5808981992466278,2.9030663440663957,3.4686828666950746,2
1.416088927959302,-0.7642920596844598,-3.449907660922435,0.1105119623419069,2
-0.23904595380200303,-0.5005589764198812,-1.3346329464155355,1.4618663111850252,2
0.5667622232055842,0.450332279727132,-1.3518498744682454,-2.0618967522786287,2
0.3027345482438952,0.18653042555167837,-1.7735247527721618,-0.651040404948802,2
0.9106687736392788,0.32663007941884736,2.655579104829371,1.520699515131555,2
1.0693757180361116,0.43704170411813087,0.09710365306799118,1.830673221486288,2
0.15080048943945998,0.551275174849416,-0.08131410327652688,-0.4563358953283645,2
-0.31655972220771,0.9342908735649785,-4.429948911016884,-0.007707503716133657,2
0.4111512857634699,0.37262192554281004,2.169996075523066,-2.9005794933616187,2
-0.26960022185126364,-0.14878012369483395,-2.515501987133681,-0.5770294016132187,2
1.342459348515974,0.5798289609621851,0.7312595756658206,1.9151933270395725,2
0.21602619864964245,1.5618235479161724,1.2739113448954793,1.2845150322131325,2
-0.0874459307872652,-0.06627199710605886,3.9810604895966275,1.1330784427624194,2
0.23772218351894503,-0.7416964437365132,-2.69257399779778,0.22646137436192015,2
-0.6883777737178178,0.9220935354295783,-6.969926389552064,0.13402431725635292,2
-0.46312442310639085,-0.0603739311628786,1.040022861884237,-1.200798278946894,2
0.8381993447666553,-1.702646636811229,5.082001953777134,1.5156078404050695,2
-0.2771575673828374,0.7126323417203374,3.678195882348593,0.9589248887787796,2
-0.5109935896091637,-0.3937855487631382,1.1053585381865645,1.1011906959855986,2
0.4379166515163717,-0.03796262584332862,-0.6480194640801183,-0.9361446853351607,2
0.8256744927977981,0.3000512644552117,2.5981834915932756,-4.192433839742489,2
0.54434798639904,0.18688874382325313,-1.8540034992611716,2.3072814235073915,2
0.7113266114834897,0.6031704537112316,1.770674423390548,-0.8439769120168084,2
-0.34023805314167643,-0.3122400964558747,1.843741397916567,-1.6117125280862412,2
-0.7392504000451062,0.4471126385408662,3.2308237687471997,1.5007938238279874,2
1.017699191173292,-0.16931934206713378,7.480015097277694,-0.6671262798382592,2
-0.07381090330528144,0.6296193847100024,1.5625439179469176,2.239669768093244,2
-0.028469809873028412,0.5311499872104428,-0.6903240642687469,1.3560418991533951,2
0.9203094851094347,-0.7092289616356763,0.518876219520014,1.4905316464009553,2
0.45840000564039596,0.9093226929400259,-3.8401497622227954,-2.6072494224010687,2
0.39961466324896455,-0.38762575609123845,-1.1549618277226452,2.5499699707728007,2
1.4264864069406504,0.6884262386249161,-0.44232409528275995,0.6499860624677121,2
-0.2560709382280858,0.3370018507210725,-0.7310759948364813,-0.6085142784924062,2
0.6918650768487422,1.5153829414360982,0.959136180084305,0.42193793468450214,2
0.1770038749382507,-0.1312477858974817,-1.4802628309555015,-3.40967446579664,2
0.30388936731795413,-0.234335436894558,3.3841546683111785,0.9600396229613417,2
1.0598920558475189,0.028883315289813912,0.5836156622954928,-1.9159320163641431,2
0.4468844537737742,-0.19805182626742035,0.5609651971534639,-2.5631575716870687,2
0.4647596474297797,0.6839335215536401,-0.23591579128229456,-2.902936372435782,2
0.7837794023858813,-1.2497684867492704,0.9699957096474479,2.3656517499798504,2
-0.08005963772573119,-0.8002969353170832,2.6435556616690867,-1.1196147873855775,2
-0.3654398004034038,-0.8126753372633545,-1.5887145392772508,3.2055414198329983,2
-0.48883551641262013,0.8004820735788607,-1.0663382226881415,-0.9335529261045956,2
-1.041844953625601,1.4084636980655403,-0.18081307194166174,-3.2767469151858934,2
1.3711462779641932,-0.044263374829977206,-2.786345308683037,-2.0956268798973183,2
-0.5248030194330099,-0.0962823785520085,-1.4699506493037444,2.6087452400138775,2
0.005244825848536805,0.09478373049054512,-0.6120501838616476,-0.17379935587333503,2
-0.027279979933352405,0.9686656420865525,2.7645099517818186,-0.9577665929812018,2
0.3237040186854604,-0.7025735073524593,1.2349073225048124,0.45929645170557537,2
0.627014327523578,0.2290991861878281,1.061533778418861,1.14113747233509,2
0.6529130930158472,0.8182181038259438,2.7039409054199304,2.3714266318049217,2
-0.2135014631413631,0.4395583359518762,0.23276852900150835,3.0333434597858524,2
0.03580297172815311,0.19080529327899473,1.5509941248222239,-0.5834612915781715,2
0.3056999702929798,0.8415328740537129,0.31446161766875946,-2.5159433721640765,2
-0.01281467571012826,-2.12075483439939,1.234726873499071,-0.6905303222465521,2
1.1013413456119956,0.5850462556247261,-0.8855706440289552,0.6574950131657723,2
0.43151797098295075,-0.4803935465019391,-5.525740895691072,-1.7905848524212218,2
0.5778126716298905,-1.4215473174851656,0.23556009453423965,-1.7774158297900857,2
0.5347237612004476,0.4517830796199846,4.128389340249851,0.8245707630997708,2
0.8413263144911949,1.1421818361303662,2.887703505603981,0.03993729685909771,2
0.24502093522222418,-0.0665078117021535,2.9861547114779268,0.20200199082317302,2
-0.643834168773508,0.8032506377623511,3.6638258045155445,-1.3827256694001389,2
0.37266177105158493,1.3294176063909164,0.7948179774035935,-0.32795242841153466,2
-0.2584881362750974,1.091164562867238,1.066217268513989,-1.7161402885366088,2
-0.1837310090498541,1.3525606234971144,-0.9716777385858755,1.9138358222495737,2
0.486280411253056,0.6349919928575138,-0.2184611400676244,2.2049606694475052,2
0.8782448428601815,0.10218891112127423,2.1105998744278542,-3.5571007244761876,2
0.149225946041637,-1.239398649517735,3.5809480929220405,-1.72255872038482,2
0.32294780755937824,-0.1538449905039589,0.2227273107975012,-2.855410510180158,2
1.1599809667811427,-0.6312462762529534,-0.554032162128529,-1.1613958688137964,2
0.28529390769314095,1.780635173998251,0.5725888971414933,-0.026033939580721727,2
1.704398868508237,-0.09654064994586929,2.074792872322787,-2.7559014393970602,2
0.48683978737892647,0.14273884542758855,-3.0354030403338546,-1.6961856262506263,2
-0.9051216554934906,0.48573130083237404,-5.164606382843095,-1.856578744162997,2
0.4594809726627195,0.031871957097962984,-0.9186471237289588,0.4220106587978879,0
0.23769203092966665,1.3560098323446026,-2.5972480647853966,0.14768567407250086,0
0.7812166524496473,-0.5078694893875616,-0.8147504941182773,-1.4361101066745066,0
0.408542810761975,0.1480799641897942,0.08760920295632119,0.358275744278796,0
-0.07971359039026428,-0.5999844685584387,-0.6756600225575334,-1.0900001691745307,0
-0.7306279417736193,-1.0611690089765646,4.091176836176864,-0.5393592206521065,0
-0.11759595437161514,-0.49126027272422834,1.2878279115058002,3.354722180597074,0
-0.5055362725255801,-0.03666443763872962,1.2302788990270708,2.685698103580696,0
-0.3423070698828336,-0.343514779613808,2.040082860108505,-2.5931554738551954,0
0.3541620426523657,-0.5548297838990849,-2.3570427944519228,1.660479835758349,0
1.0024077026108436,-1.125151970937467,3.0922924685506716,1.6232581089831841,0
0.23840991789378865,-0.06738245810295582,0.31076928366135026,-2.2949195775052367,0
-0.7169388372211106,-1.2046322992248018,2.1766465431030313,1.6381462875097212,0
0.2668646009320844,0.607259770951682,-2.1798560826003888,3.075966836825106,0
0.7220648919873907,0.06536680234760263,-3.384422915040161,-2.2410036124888277,0
-0.3608757425916293,-1.1669001995719444,2.545681145062572,-1.8300116420285273,0
-0.07544530000375062,-0.24841026163989074,1.4414198152437914,2.040287933687005,0
0.012620916837518256,-0.6062341244724666,-1.7480488858937762,0.546798621651296,0
-0.47087898784934396,0.24892260833534435,-1.6731017031867361,1.1030125504790464,0
0.3965022603063154,1.0665493568185156,3.3214329610369235,0.6887124328009936,0
-0.06266888916466894,-1.5035419757165958,-2.46349973216832,0.7912918418562883,0
0.25229046634421665,0.09061786331793374,4.622722383139909,-2.652373256622166,0
-0.53159130668126,-0.1295962364533123,-1.7348688366196718,2.0955394132428964,0
-0.25541198019404626,0.5361820611603726,2.1110768140209575,2.346242984855547,0
0.4339078146966628,0.16165130259015134,-0.3114461893724616,-0.4583024881360555,0
-0.21761489125506017,-0.6094604653910554,2.0154175777058576,-0.08086889962772487,0
1.039196310740043,-0.2620431485332945,-0.8535780052854816,-3.0591970051114443,0
-0.2379317113687614,-0.6447106854427912,0.09735773481926446,1.0303595120356697,0
0.13649883545113153,0.8523687108788787,0.6038939384893028,1.145802883428288,0
0.5673714991238539,0.011481318937553775,-2.0046936394536816,-0.116565033998622,0
-0.8455434397598189,1.515202548602406,2.3555108635503146,2.254182719741005,0
-1.0519892871884655,-0.054572651051696626,-0.783603916178963,-0.6636584619598811,0
-0.9136897887420568,-0.5753164135283703,-0.07459278835004646,1.1309158517872004,0
0.7658534620563092,-1.2114605140902617,-1.9966894365212806,-2.031025677384231,0
-0.324274887535468,-1.443219741004756,-5.919119146988276,-0.04026430174847624,0
1.5368095714009513,-1.2714017544043918,0.0034295934995774435,-0.3468185158056717,0
-0.33785355919443316,0.20432032080918675,6.502884554032289,0.45131084408188316,0
0.11116178191822218,0.39667201858394713,2.43021771974506,-0.7386228576667172,0
0.9262419715407253,-1.269742561625707,0.4118120506640134,-0.26196919134333563,0
1.2102517328954738,0.7021526512608924,-0.19948607302066917,1.6586903428830126,0
1.2547971459818386,-0.4008058413467516,0.5096207320301159,-0.8556334744764349,0
0.7294237383558854,0.1170164095884395,1.826911787938025,-3.2087502014773586,0
0.6206275154868774,1.2847965026043395,-2.488269038272112,3.5053578084108414,0
0.35556416952070985,0.7158974526924256,3.25263723667218,2.762956157380973,0
0.46707664569998264,-0.22183751832466586,2.25200128860311,-2.5844653902112373,0
-0.32724042979712004,-0.70977378033223,2.2809733142698363,1.3828866104903887,0
-0.49061933005338426,-1.720852321063444,1.5863263470243183,-1.0056495411026862,0
0.009785325553428769,-0.5756296553939361,0.5488906442349748,0.5387844306621191,0
-0.09400377351495706,-0.17335119106215557,2.17663608991705,0.5965552580269874,0
-0.2530668295963651,-0.7895646217209472,1.9636113343534451,-0.449945600632644,0
0.42583746847402915,-0.10891257367384377,-0.39856377735255943,-1.559526331172793,0
0.5838311251423064,0.060333506367014574,-0.9535744322422525,-1.3704341046325188,0
0.06361813177510842,-0.17333478544646286,0.7351407381549667,-1.8218098309624848,0
0.8963480486331571,-0.5163020646587678,4.322611378737968,-1.6538144164608894,0
-0.684523468480103,0.13868173757338215,-2.656054689134752,-0.13386658009871052,0
-0.11312267556783086,0.3458625196555273,-3.2779101643811,-1.4284469782215035,0
-0.41955739236168293,-0.8832192619542769,0.7919031030912917,1.3746401314252399,0
-1.109874970243836,1.118286903797016,0.5147222546400452,2.9845393106718547,0
-0.031708411505619545,-0.1099615058274094,0.8240271609260206,-1.142206482740086,0
-0.06297750502997013,-0.002504301644121869,1.0045019947712506,0.48888000107075413,0
0.9118308459452785,0.5555265386052458,-0.15659563658701275,1.0031312206058676,0
0.3872630107328665,0.17065490501080133,4.129449596505205,0.9527805418385488,0
-0.608718094597523,0.7488143071305962,-3.5906849461912893,0.1577045358321748,0
1.112516539800513,0.2177503321614594,-1.656232561950615,1.4854258367194448,0
0.7392742173152118,-0.5005998997123504,0.1604390996273815,0.9711519053613145,0
0.35434862208116946,0.2876158201648813,-3.6608580278854186,-2.4702348446545956,0
-0.13551445930989917,-0.9211209658565295,0.017419988919822105,1.7386881287785463,0
-0.5717295420340879,0.08531776462121851,4.624733414320046,1.7785156745334842,0
-0.2172110656426318,-0.01998599251556864,0.5495512207399045,-1.520459208357163,0
0.6533161718225117,-0.1593464858180318,1.0785182642967088,0.07594267089520405,0
1.1406307835607654,-0.0951820091511446,-2.6453679129314507,1.3765369856221388,0
0.9393331169633135,-1.5049632363981114,-1.0292995200986936,-0.40524063915872316,0
-0.2814096530717644,-0.4477869261927692,-0.40458395080984255,2.1578560955320234,0
